<<<<<<< HEAD
132,8845,8260 
133,8859,3633 
134,2496,8484 
135,9318,9434 
136,5465,979 
136,4426,7365 
136,2716,1506 
136,2138,8278 
137,5942,5807 
138,4966,1721 
140,9061,8176 
141,2147,508 
144,9777,4740 
145,770,7537 
146,4587,4159 
146,3906,4946 
147,439,662 
147,8105,5355 
148,9089,5872 
149,8289,1435 
150,5971,4662 
154,4717,1125 
154,9598,3286 
154,7666,5942 
157,2503,8070 
157,3328,7999 
159,5489,2739 
159,18,5418 
160,3491,9373 
161,7973,4251 
162,446,209 
162,1885,1629 
163,9023,4714 
163,7545,1856 
164,2478,3722 
166,6738,3442 
167,7677,7249 
167,814,8850 
167,4964,9812 
169,1889,4931 
171,361,8258 
173,9037,4442 
173,1090,1928 
175,5789,6646 
176,5521,2534 
177,8260,7599 
178,6521,7422 
179,7556,97 
181,2466,5006 
185,9722,466 
185,1997,221 
188,8955,2929 
188,6006,2860 
189,1721,4904 
189,3293,8285 
190,8533,3195 
191,3803,4064 
191,8091,63 
191,4064,3086 
192,8502,611 
192,2346,6234 
194,4959,1238 
196,9142,2444 
196,1564,6929 
197,2451,6700 
197,9991,3899 
197,9433,542 
198,8007,5366 
200,4434,3423 
201,4958,959 
201,9924,1729 
202,8091,1786 
203,3223,1155 
203,5841,1422 
204,4476,8753 
204,8512,2145 
205,3575,7636 
205,37,3174 
206,7186,1627 
206,6578,5046 
206,5844,4959 
208,3975,9434 
208,4504,3294 
212,2570,858 
213,1061,7590 
214,3435,8038 
215,1113,8359 
215,2077,8886 
215,7353,9985 
215,8063,5411 
219,1150,835 
219,4710,1754 
220,8584,2397 
222,5414,6640 
222,8763,6429 
223,4521,6121 
225,3054,3431 
227,4655,9707 
228,7280,2631 
229,1675,3498 
229,4233,131 
230,9659,3745 
230,596,3676 
231,7385,5719 
232,218,8977 
232,9744,4651 
237,411,2656 
237,2878,494 
237,1404,189 
237,8711,2197 
237,4244,8951 
239,4052,1071 
240,7917,4678 
240,7738,1533 
241,4208,2286 
241,3761,9749 
242,5673,8803 
243,9501,9114 
245,5866,6196 
245,2623,6852 
247,4516,8220 
248,9589,2800 
248,8550,9948 
249,7896,8351 
250,1760,317 
250,8186,4994 
251,9938,534 
252,8676,7343 
252,1916,5717 
252,2017,1428 
253,6835,9124 
253,7012,4631 
254,2694,1127 
254,7999,9967 
255,61,7706 
257,5971,6815 
259,6077,9011 
260,8799,4240 
260,6997,1108 
261,168,7504 
261,9431,3744 
263,6879,7418 
264,3348,9913 
265,687,7112 
266,5496,8553 
266,4166,2549 
267,5849,4561 
269,4389,9864 
269,48,6647 
270,6043,3483 
272,6293,1975 
272,5526,283 
274,605,9532 
275,9082,8982 
275,7162,1349 
276,8299,4863 
277,6176,9169 
278,2671,2085 
279,5191,8031 
279,5412,6986 
281,4743,2749 
282,8181,940 
282,5315,9771 
283,6403,4377 
283,6378,7366 
284,9890,3676 
286,6800,6390 
286,9725,3160 
289,2658,8275 
291,3787,9924 
292,5955,4517 
295,4437,3452 
296,678,520 
296,3198,748 
297,7848,6278 
298,1501,7379 
301,7354,9027 
302,8534,8296 
303,990,3348 
306,7321,484 
307,5431,1691 
307,3512,3231 
308,1101,8302 
308,5644,9822 
308,950,8356 
311,8067,7510 
312,3699,6344 
312,2463,4723 
313,3359,8459 
316,8866,7944 
317,4956,3273 
318,8676,5495 
319,6732,7486 
320,2611,8948 
320,9905,4017 
321,9137,9707 
323,2496,7343 
323,4980,5033 
327,9697,5280 
328,9461,9358 
329,1183,3450 
330,187,6101 
331,9103,4144 
332,7037,9263 
333,3950,7036 
334,8699,8832 
334,9358,5779 
334,5870,597 
335,2973,6133 
336,8491,2612 
337,4802,7611 
340,7524,8753 
340,5744,6236 
341,3139,4855 
342,4634,839 
342,8553,1759 
343,7820,3756 
345,6803,1350 
345,9384,6665 
346,5235,4261 
348,5946,1804 
349,1152,3172 
350,9918,1333 
350,5077,4950 
351,9109,6183 
352,2658,7260 
352,2231,8803 
352,1343,7440 
352,7879,4990 
352,1275,302 
354,5415,9786 
356,316,6173 
358,7697,9600 
359,1832,5057 
360,658,2185 
360,3767,4379 
361,2155,41 
362,3862,7587 
364,5080,5698 
364,7541,5699 
364,5054,1859 
364,9590,6962 
366,200,3771 
366,4509,6178 
366,9692,2932 
366,3820,1825 
368,3416,1006 
369,220,7729 
370,1563,6712 
371,6067,8093 
372,6014,82 
373,4636,1312 
373,2529,940 
374,8243,8679 
374,7826,3539 
377,6852,9060 
377,4826,1562 
379,5593,8794 
380,8666,6577 
381,9838,6987 
382,2315,1564 
382,5209,3662 
382,420,4141 
384,5848,3736 
384,8846,9613 
384,1470,6397 
386,7022,4542 
387,4058,4508 
389,3848,8687 
390,2492,2877 
390,1801,6644 
391,8136,6325 
393,831,9612 
394,2003,8076 
394,3243,4502 
394,7553,4833 
394,6893,8808 
399,1710,5459 
400,1107,6312 
400,216,6227 
401,6978,2880 
401,8129,8391 
402,9214,3052 
403,3716,2053 
404,9183,7813 
404,2420,2065 
408,8354,8587 
409,7079,8112 
410,5384,417 
411,6205,1781 
411,9107,6998 
411,2643,49 
412,6459,865 
412,4352,2639 
414,8074,7444 
415,3948,7873 
415,3547,6137 
416,1285,884 
416,8298,4963 
417,2355,5596 
418,2151,395 
420,2074,6516 
421,4749,8521 
423,9008,1325 
425,4984,8499 
426,9482,4372 
427,7429,5804 
429,6020,8902 
429,9119,7788 
429,3245,256 
429,9002,8022 
431,599,9910 
432,2150,9896 
432,1935,5757 
432,4539,9713 
433,360,3268 
433,9340,6604 
434,7513,6528 
436,431,5190 
436,5118,5473 
438,4446,2227 
438,9573,4262 
438,4493,3238 
439,6207,8454 
441,6682,7578 
441,3135,5224 
442,6917,3158 
444,2714,9811 
446,6989,6270 
448,7420,1240 
448,7112,9732 
448,5177,1113 
453,5368,426 
453,3599,7765 
456,2819,9677 
457,980,704 
458,2542,9767 
460,7729,2841 
460,7701,9529 
461,9814,6309 
461,839,470 
463,449,3241 
464,3046,6241 
464,7795,860 
465,3501,1498 
466,5801,54 
468,5005,3487 
468,1251,2747 
469,4122,3371 
471,6702,2475 
473,341,331 
474,6850,5063 
474,5577,3532 
474,6081,3787 
474,9345,9334 
475,9776,3424 
475,7765,7493 
475,8936,9320 
477,4982,3057 
477,1470,3044 
477,2472,7341 
478,3394,4570 
481,3816,897 
482,3559,7260 
482,3124,13 
482,4953,982 
484,6439,5959 
484,556,8326 
485,5183,7002 
485,7586,2406 
486,2103,3160 
487,1582,931 
487,1854,7986 
489,4674,6222 
490,2518,1286 
490,2881,5188 
491,3377,2928 
493,2266,7249 
493,6940,4405 
494,5760,6796 
494,1942,2560 
494,9501,9165 
494,5483,4496 
494,7513,659 
496,7133,2756 
496,7494,3260 
496,5600,170 
497,7581,9053 
497,9141,6579 
498,8204,1149 
498,9647,3696 
499,6970,6734 
500,4104,5369 
500,4773,1394 
503,4718,3450 
503,7507,9102 
504,9020,7922 
506,1154,1961 
506,1494,4590 
506,6053,8706 
508,5718,4384 
509,1233,8652 
509,7653,6548 
511,7010,8445 
512,7531,8019 
512,8285,9247 
512,7483,1492 
513,4788,4634 
515,1579,4483 
516,2956,7074 
516,7434,3573 
516,8793,8524 
516,9161,1939 
517,138,2681 
518,4689,2064 
519,8214,450 
519,7429,2443 
521,950,6337 
522,7087,9166 
523,2676,9093 
524,8151,5327 
525,2402,4833 
527,321,8625 
527,2957,7349 
529,3500,9609 
529,8610,6313 
530,1726,4928 
531,2027,9690 
531,6229,2655 
532,5963,6227 
533,1819,7827 
534,5473,1261 
535,8162,6375 
535,9025,5428 
536,6681,5772 
542,8524,8277 
543,9407,3838 
544,4712,9715 
545,7071,8942 
545,5334,4459 
546,2193,5549 
546,4883,9690 
548,6331,5418 
548,5019,5372 
550,482,5830 
551,3506,6788 
551,7831,5366 
552,6072,1628 
554,3749,7583 
555,5604,7861 
555,7454,5350 
556,3692,8964 
557,3322,6452 
557,1317,367 
560,7486,2547 
561,2765,9630 
561,1836,7126 
561,9605,7341 
562,2935,8954 
562,4342,7557 
563,1810,2111 
564,9243,9946 
564,9108,7453 
565,5932,3629 
566,6766,713 
566,3984,6965 
567,3201,2306 
567,1929,4794 
567,4310,4847 
567,6805,9315 
567,5509,2257 
568,9812,6704 
568,4336,2105 
570,9440,6722 
570,450,9411 
572,283,913 
573,5913,4647 
573,4469,8796 
575,9728,4012 
575,7523,6781 
575,9733,6571 
576,6841,5851 
577,4582,7090 
577,2378,6180 
579,301,7021 
581,9550,8476 
581,9474,9715 
583,714,1837 
583,1218,5525 
583,4974,7476 
584,249,277 
584,9680,8822 
584,6380,2251 
585,8601,9876 
585,2285,3639 
588,341,7679 
588,223,7368 
590,3864,9321 
590,9170,8863 
591,2339,7873 
591,3074,9500 
592,9260,5408 
592,9073,5189 
593,2847,9067 
594,3319,4365 
595,4945,8194 
595,8207,1858 
595,4007,2160 
596,1167,6356 
596,4131,8852 
597,3000,2849 
598,4850,6761 
599,2754,827 
600,428,278 
600,3025,1005 
602,3422,7159 
603,2099,2226 
605,5228,6375 
610,9081,154 
613,3044,6772 
614,9871,1273 
615,3828,910 
615,9792,7318 
616,5003,3429 
619,7608,5032 
620,6601,9333 
620,5522,8510 
621,3845,2209 
623,3770,1468 
623,5733,6988 
624,9556,3097 
626,4243,5116 
627,5807,2545 
627,5913,3613 
627,5496,7062 
628,9134,8752 
630,6144,6305 
633,4702,2398 
634,7030,6004 
634,8729,2020 
636,5531,4336 
636,5580,9948 
636,7856,459 
637,5582,5112 
640,3753,9369 
641,4204,6268 
641,5551,9334 
641,7836,6575 
642,9081,5199 
644,9716,1028 
645,564,3310 
647,1414,2399 
648,6564,9202 
648,1846,6912 
649,686,7738 
651,7209,6433 
651,6146,9737 
654,8421,3927 
656,3855,7688 
656,1921,2456 
657,8187,7597 
657,3617,2059 
657,5469,3364 
659,6631,2404 
660,7239,9916 
660,2626,796 
660,1242,1682 
662,8020,7986 
662,3556,8180 
663,5331,996 
663,7887,9775 
663,5190,1378 
664,2198,9349 
665,3403,6747 
665,5950,2541 
666,4372,9817 
666,2221,1446 
667,1324,3647 
667,7244,1989 
671,1348,2495 
673,5503,7741 
680,3088,751 
681,5384,6753 
682,2665,7079 
683,5580,1794 
686,5649,8329 
692,7613,3478 
692,4265,7734 
694,5011,8529 
694,6098,6214 
694,516,2944 
694,9853,1002 
694,2776,4821 
695,6576,9536 
695,6588,5023 
696,4965,8517 
697,7119,4149 
698,767,3737 
700,9823,3714 
701,798,7747 
702,5483,6916 
702,1460,5603 
703,1429,6034 
704,1363,3388 
704,3123,4992 
705,1263,2425 
707,6386,3850 
707,2333,5247 
708,694,5756 
711,8969,487 
712,656,1476 
712,8552,1988 
714,5246,8197 
714,1374,7246 
715,8721,6131 
717,6926,8080 
717,907,1880 
717,6504,2426 
717,6165,9759 
718,4192,1788 
719,9752,6573 
719,798,5743 
720,5228,5051 
720,451,7485 
720,368,2324 
724,7733,2232 
725,7053,4020 
726,6637,8718 
726,5059,2808 
726,3344,3225 
726,7058,793 
732,947,1701 
733,3708,6417 
734,5244,2251 
734,5733,8008 
734,2880,8751 
734,1002,4986 
737,6720,8184 
738,9602,8381 
739,3527,5072 
739,810,7892 
740,8056,4426 
743,8595,8543 
743,6455,7447 
744,797,5636 
745,1626,5675 
745,9422,4316 
745,7267,1875 
745,4257,8670 
746,7777,8637 
748,9060,4622 
751,7381,4815 
752,7176,3681 
753,2529,1134 
755,7636,5998 
756,2634,4469 
757,8679,6325 
758,9085,1549 
759,322,5493 
760,139,4545 
761,683,8673 
761,8945,5779 
762,2041,7986 
762,4120,6449 
763,6989,6659 
764,3467,3032 
766,7191,8919 
768,2419,7218 
769,5694,90 
770,9447,266 
770,7365,757 
772,5683,664 
776,6066,1922 
780,6615,8401 
782,8929,2013 
782,356,251 
783,6803,708 
783,2276,1836 
783,275,6894 
783,8693,5379 
785,8487,9722 
786,7875,3928 
786,8237,1994 
786,8291,2981 
786,4385,5310 
786,1978,4514 
787,877,3309 
787,3258,4811 
788,5975,4250 
788,5421,7707 
789,5454,1848 
790,4796,7568 
791,4228,229 
791,726,4248 
791,73,4300 
791,7410,8494 
792,3068,3996 
794,3776,8995 
794,7885,3016 
794,9055,5320 
794,1962,5751 
794,3565,3562 
795,5769,6157 
796,2668,107 
796,6759,5199 
796,3105,2973 
797,7510,3210 
797,867,7885 
797,9656,7845 
798,4842,1453 
798,7505,2104 
800,7027,5844 
800,6590,7255 
800,9771,1378 
804,5841,1031 
805,7894,9837 
805,5256,8138 
807,4713,2760 
808,6210,815 
808,2663,3365 
810,8499,1259 
811,6837,6182 
812,9629,6307 
813,3793,8609 
814,7023,6676 
814,7990,1109 
815,9246,7735 
818,7565,6142 
818,7774,8332 
819,1912,8135 
820,402,4828 
821,2730,1141 
822,1961,1375 
825,5431,3459 
825,1000,3328 
825,8055,3966 
826,8528,5847 
826,4634,6660 
826,7732,3552 
827,8485,3827 
828,6570,9177 
829,8576,3135 
830,9795,3266 
831,6924,9189 
831,3687,6469 
833,3859,7026 
834,6295,5790 
835,728,9396 
835,6376,6093 
838,4248,604 
839,3290,6008 
841,5502,3032 
841,1821,2865 
841,7792,1293 
845,4019,5765 
847,8442,8661 
847,9369,9959 
848,41,3781 
848,4737,6370 
848,7687,7753 
851,9091,2045 
851,4697,8690 
852,6252,8700 
853,4551,6729 
855,6479,1657 
856,8551,2663 
858,1566,6807 
860,8045,9060 
861,9456,2951 
861,5711,8989 
861,649,2594 
862,55,6927 
863,7911,7886 
866,5387,9016 
866,5795,5575 
869,7200,3002 
871,1509,6815 
874,59,4078 
874,8849,9476 
875,7192,8483 
877,4137,4634 
877,3328,1802 
878,9067,1598 
879,2781,1317 
879,4684,4664 
880,5215,9889 
880,368,3416 
881,9918,4726 
881,5411,8377 
881,2814,5740 
882,6373,5182 
883,9649,8203 
885,5531,5039 
888,330,3784 
888,1942,7670 
888,4095,4805 
890,8819,3500 
892,7094,5281 
893,168,2483 
894,9905,9254 
896,1800,5617 
897,7079,5690 
903,5614,9568 
904,5262,9857 
905,7218,6887 
907,8505,3053 
907,4055,8915 
908,3178,3587 
908,608,7089 
909,9097,5598 
909,4037,6351 
910,4105,6781 
910,9650,8798 
912,6444,5029 
913,865,5386 
915,9600,6270 
916,1401,1718 
916,1172,9822 
916,8938,6993 
918,5853,787 
920,1893,9521 
920,8024,7369 
921,6629,9207 
924,1932,6593 
925,4808,2259 
930,6776,7735 
931,6329,6125 
931,4891,5463 
931,2424,6113 
932,8786,4908 
932,4911,3809 
932,992,8681 
933,5146,3097 
934,782,1561 
936,714,37 
938,5513,5153 
939,9598,7604 
939,6306,8 
940,4961,9382 
942,5581,1910 
946,4924,5063 
946,5868,2995 
947,9043,8887 
947,5507,4790 
949,2482,4719 
951,6580,3550 
954,167,3594 
956,5751,7128 
956,6226,4771 
956,2135,9664 
958,4721,2356 
958,2320,8608 
959,6562,3176 
960,3463,4358 
961,561,117 
961,1675,8466 
962,9530,518 
962,8208,3860 
964,4609,8208 
964,4907,4132 
965,701,9695 
965,1239,4764 
965,8836,1351 
965,8797,4765 
965,3548,4297 
967,1418,7210 
968,6772,4599 
969,4719,9579 
969,645,300 
970,9572,644 
971,6471,2252 
971,3714,8863 
974,264,8716 
975,1992,9192 
975,7417,8783 
977,4717,6760 
980,3747,460 
980,6216,4130 
980,9868,3723 
983,3833,456 
986,2768,1545 
987,6897,8836 
989,1032,7413 
990,7772,3758 
990,8114,937 
991,9721,2904 
991,4976,1716 
991,2082,1983 
994,5023,1227 
995,5433,3737 
995,2499,4471 
996,9121,1096 
998,5312,1391 
999,9664,8520 
1000,9671,5044 
1000,8294,324 
1003,8541,2656 
1003,720,8074 
1003,984,5386 
1004,9950,9740 
1005,3861,9114 
1005,4439,9365 
1006,4708,5080 
1007,3456,382 
1008,43,9307 
1010,904,3876 
1012,7749,6609 
1012,357,7437 
1013,4206,504 
1013,7325,4493 
1015,6696,2572 
1020,4321,2994 
1022,2767,1959 
1024,2207,9741 
1025,5683,2694 
1025,1312,1490 
1025,1094,8463 
1026,6628,2841 
1026,7260,2131 
1027,2253,7494 
1028,6760,217 
1031,4281,42 
1033,2243,4523 
1033,5998,1958 
1033,4062,8396 
1034,5261,6519 
1036,81,5155 
1036,7770,1788 
1036,9202,6202 
1037,9251,5180 
1037,2721,5203 
1038,1592,9316 
1040,4481,1344 
1041,6560,556 
1042,2010,7825 
1043,2957,6699 
1043,9805,3462 
1044,7103,6224 
1046,9128,5448 
1047,3034,5584 
1047,7187,3786 
1048,525,3804 
1051,9973,582 
1051,7413,9375 
1054,2372,4815 
1055,5165,8967 
1056,4294,7757 
1056,3695,5123 
1056,3492,8426 
1057,9375,9316 
1059,4836,374 
1060,9375,7806 
1061,8577,7211 
1062,3727,7334 
1062,3528,615 
1064,9927,7297 
1064,5378,8666 
1064,6326,2704 
1064,3553,1233 
1065,597,5772 
1066,7616,6513 
1070,56,9532 
1070,9365,5911 
1070,979,4834 
1071,7323,3274 
1072,9975,4754 
1073,5710,2471 
1074,3467,4483 
1074,7401,6220 
1074,7299,757 
1074,3118,8219 
1075,7154,282 
1075,5411,1925 
1075,3685,5571 
1076,188,3323 
1078,2172,2604 
1079,8428,6552 
1080,1209,3542 
1080,4135,300 
1081,3977,7171 
1083,8252,2913 
1084,4738,2003 
1084,2883,7947 
1086,3030,3545 
1086,3870,547 
1086,113,2465 
1087,9401,415 
1088,766,2305 
1090,8872,8642 
1091,5945,6818 
1091,8036,5284 
1092,9199,8538 
1092,2297,6132 
1093,9486,5486 
1094,7454,1341 
1096,3831,9496 
1098,4787,2240 
1099,6311,3225 
1099,7257,8830 
1099,7408,1467 
1100,917,8317 
1102,7960,3446 
1104,6221,5209 
1104,323,2087 
1107,3758,6793 
1108,6667,6981 
1110,9909,9867 
1112,1585,540 
1112,4524,4258 
1112,4089,9306 
1113,6523,7187 
1113,8464,8936 
1114,8947,9872 
1114,9896,4876 
1114,9171,1680 
1115,153,3182 
1116,9698,5920 
1116,159,8010 
1118,2173,1528 
1118,4942,1931 
1119,4539,6162 
1120,8684,2242 
1120,4465,8668 
1121,8824,6330 
1122,2478,1924 
1122,7241,2064 
1123,1636,7367 
1123,3366,8054 
1123,9463,4598 
1124,5101,8528 
1125,5959,1319 
1125,2765,3994 
1125,7493,9750 
1127,9588,3326 
1127,1021,2678 
1129,1176,3774 
1129,3189,3918 
1130,5653,8539 
1131,7077,1528 
1131,2684,1759 
1132,7016,3512 
1132,5041,8707 
1134,7067,8335 
1135,3224,732 
1136,4883,4914 
1136,8018,2343 
1137,8250,5357 
1140,8806,2006 
1141,3371,5770 
1143,3087,3148 
1144,3102,6509 
1146,999,7984 
1146,9755,7170 
1148,1049,5097 
1149,5780,9397 
1150,5904,3210 
1151,7008,2551 
1153,1335,6521 
1154,3293,5801 
1156,5260,2180 
1156,5758,8530 
1157,4766,5584 
1159,1336,308 
1160,8761,1672 
1160,6375,178 
1161,2874,9043 
1162,6885,4900 
1165,3417,1226 
1166,3478,2326 
1168,2018,3383 
1169,334,7453 
1169,25,9121 
1170,2531,9129 
1171,3638,7853 
1171,7050,8714 
1172,7081,8917 
1173,5904,2941 
1175,5521,7230 
1176,9732,2686 
1177,8328,6184 
1178,3345,8561 
1178,9275,3695 
1179,1496,4701 
1180,4341,1717 
1182,8312,5899 
1183,6604,9839 
1184,8496,8824 
1187,8410,9157 
1188,6985,6692 
1188,5140,9244 
1189,9757,9454 
1189,7759,5506 
1189,5436,983 
1190,7499,694 
1193,3934,7154 
1193,9479,9091 
1193,2954,9928 
1195,7212,2003 
1197,8164,1463 
1199,2240,373 
1200,5124,1647 
1201,6608,841 
1201,7221,6037 
1202,5344,3167 
1202,6335,4968 
1205,9126,5630 
1207,5210,823 
1209,7408,2068 
1209,173,1694 
1209,5553,4456 
1210,9024,1142 
1211,7435,8033 
1212,8197,191 
1216,8292,5785 
1216,6952,8499 
1217,6797,3227 
1217,7486,217 
1219,9931,7062 
1219,8759,118 
1220,197,7965 
1221,59,2573 
1221,3366,7555 
1223,6294,7168 
1223,1078,5543 
1224,478,320 
1225,8589,6079 
1225,5242,1234 
1225,8288,9836 
1226,1487,8342 
1227,2162,8688 
1230,8683,5539 
1231,9715,5442 
1233,2068,3585 
1234,5114,981 
1235,2227,534 
1236,6003,9475 
1236,9534,2939 
1237,2549,6238 
1238,5108,9965 
1240,5836,4508 
1241,1073,8126 
1241,4415,4491 
1243,6910,7397 
1243,3739,3086 
1246,8562,6961 
1247,5482,5487 
1247,8372,2432 
1249,6820,5871 
1249,7643,7481 
1251,4520,2423 
1251,1942,6524 
1253,6369,12 
1253,2210,8001 
1256,8975,3010 
1257,2745,6184 
1257,1703,2936 
1258,5990,5362 
1259,8739,1351 
1259,7427,1836 
1261,8371,8808 
1261,7745,2682 
1262,4247,669 
1262,5992,5590 
1264,3849,9276 
1267,7247,1542 
1268,7409,2006 
1269,5363,8821 
1273,10000,9748 
1274,244,4357 
1275,2909,6456 
1275,4940,5765 
1277,7153,8811 
1277,5412,4379 
1279,1001,9897 
1280,9723,762 
1281,2885,5083 
1281,3373,8344 
1282,177,1012 
1283,5497,4556 
1287,3489,3997 
1287,1453,7604 
1288,9735,6276 
1288,7852,9504 
1289,4760,5793 
1289,6625,5827 
1290,8330,3431 
1291,9079,2923 
1294,1891,4026 
1294,6617,1675 
1296,6393,9892 
1299,2541,197 
1299,1251,887 
1300,9104,9335 
1300,5047,1512 
1301,3588,1683 
1303,3294,8243 
1304,5672,4783 
1305,1795,5243 
1305,2941,1962 
1306,6572,4758 
1307,7038,6416 
1310,723,5322 
1310,2580,6000 
1311,14,4472 
1316,7337,6941 
1316,9838,2268 
1318,7972,1366 
1318,5137,6887 
1318,8397,1648 
1319,4071,9318 
1321,567,1864 
1323,943,9936 
1324,9256,5882 
1325,3703,7446 
1326,8756,7245 
1327,5335,6088 
1327,2582,5597 
1328,8859,2397 
1332,6041,9326 
1333,6577,3085 
1334,187,1242 
1337,9633,7483 
1338,6421,1529 
1339,9978,7470 
1341,8501,2594 
1342,3871,6992 
1342,2818,9786 
1344,2292,9012 
1345,7007,2229 
1346,5318,581 
1346,9397,4556 
1349,9293,7663 
1351,3030,5881 
1351,1679,7989 
1352,1032,5922 
1352,2383,4602 
1353,352,7973 
1354,3379,8948 
1355,3600,3887 
1355,8867,1961 
1355,1712,994 
1356,8084,4539 
1356,8266,1675 
1357,5982,8925 
1358,9913,4479 
1358,6568,2210 
1359,5451,6877 
1359,555,3470 
1361,7174,1216 
1363,4103,8813 
1365,4021,3276 
1368,4417,6633 
1368,4104,8643 
1370,4680,4160 
1370,6132,8705 
1370,3778,5976 
1370,228,2845 
1370,7488,8886 
1371,2429,7192 
1373,8047,8366 
1374,7900,8690 
1374,5505,2139 
1374,5339,6135 
1376,5654,1353 
1377,5642,7302 
1377,4570,4670 
1377,1850,5383 
1377,4826,5658 
1378,3381,868 
1379,1265,9946 
1380,9373,865 
1384,7421,4794 
1386,2111,3399 
1389,5482,5189 
1390,8747,9379 
1391,8788,8550 
1391,8723,6984 
1391,3107,5899 
1393,1563,1191 
1393,3768,7437 
1395,6271,6734 
1396,9915,8910 
1396,8426,2078 
1397,1879,702 
1398,3835,1452 
1401,5474,4710 
1401,1840,6771 
1402,778,3455 
1402,1292,7400 
1404,5101,7320 
1405,4895,7878 
1406,1129,3072 
1408,3635,3626 
1408,9775,6263 
1409,8449,2920 
1409,7376,6221 
1409,8353,6152 
1410,7195,554 
1412,429,5922 
1414,1399,5371 
1415,4128,2835 
1415,2906,7449 
1416,8560,3673 
1417,6432,1760 
1419,2709,721 
1419,6240,268 
1420,1762,4598 
1420,862,3815 
1421,2316,1998 
1421,3717,4558 
1421,6895,9654 
1422,7468,8720 
1423,5313,172 
1424,3560,2792 
1424,5802,5681 
1424,6246,5975 
1424,9500,3985 
1428,3502,6176 
1431,4909,8832 
1431,1316,7090 
1432,701,7510 
1432,3455,2615 
1433,3812,2121 
1434,8866,4771 
1435,6750,7702 
1436,1182,3328 
1437,2931,93 
1438,949,2316 
1438,5429,8025 
1438,4793,5945 
1440,9822,9496 
1442,5795,7018 
1443,7663,2572 
1443,7878,9664 
1444,6373,9214 
1445,1353,9053 
1446,58,6319 
1447,9984,5864 
1449,4116,9765 
1449,1144,1541 
1449,8493,4446 
1450,1142,6472 
1450,2017,3169 
1452,8512,3451 
1454,6676,5766 
1454,7025,2947 
1457,7768,9594 
1458,9708,9436 
1458,142,3171 
1458,6315,4042 
1464,2865,2166 
1464,4456,6193 
1467,2051,1574 
1468,6979,9208 
1468,8874,7696 
1468,5370,5919 
1469,725,9037 
1470,2148,2685 
1471,7857,3852 
1472,235,8633 
1472,628,9668 
1472,7003,3367 
1473,1874,1588 
1473,536,6682 
1477,5495,6322 
1478,5003,4393 
1478,7366,4730 
1479,8076,68 
1480,7811,4567 
1481,5066,5657 
1483,8540,8028 
1483,8102,9599 
1483,90,5504 
1484,9577,558 
1485,5818,3553 
1486,7167,4570 
1487,6743,7701 
1487,6434,6287 
1489,4738,618 
1489,7538,1335 
1492,6042,2976 
1492,6750,5644 
1495,6292,9737 
1496,3416,1598 
1497,3580,8316 
1497,7873,4174 
1498,4135,3837 
1499,6764,4082 
1502,8841,6700 
1502,981,973 
1503,2282,1649 
1503,3754,2832 
1504,9502,6787 
1505,8327,7086 
1505,6742,7435 
1506,5985,9749 
1506,4745,678 
1507,7480,3962 
1508,3063,4503 
1510,3368,7327 
1511,1175,1094 
